Invoice Number,Field_1,Vendor,Pin code,Field_2,Invoice Date,Field_3,Tax(18%),Field_4,Total Price,Field_5,Total Amount,Field_6,Sum,Field_7,SUMIF
INV-39044,,Vendor,15263,,20-Apr-24,,11140,,50751,,61891,,61891,,
INV-25426,,Vendor,61518,,1-May-24,,1704,,7761,,9465,,9465,,
INV-77977,,Vendor,51881,,18-Apr-24,,5689,,25916,,31605,,31605,,
INV-42428,,Vendor,37011,,27-Apr-24,,3285,,14965,,18250,,18250,,
INV-78222,,Vendor,49507,,28-Apr-24,,3013,,13726,,16740,,16740,,
INV-13195,,Vendor,58915,,24-Apr-24,,2652,,12082,,14734,,14734,,
INV-52338,,Vendor,20744,,23-Apr-24,,8035,,36603,,44638,,44638,,
INV-66194,,Vendor,67007,,9-Apr-24,,8777,,39983,,48760,,48760,,
INV-97860,,Vendor,24507,,24-Apr-24,,8669,,39490,,48159,,48159,,
INV-18260,,Vendor,12544,,1-May-24,,10217,,46542,,56758,,56758,,
INV-75138,,Vendor,65667,,15-Apr-24,,2109,,9607,,11716,,11716,,
INV-27200,,Vendor,64271,,18-Apr-24,,14503,,66070,,80573,,80573,,
INV-98564,,Vendor,56032,,16-Apr-24,,11079,,50469,,61548,,61548,,
INV-56367,,Vendor,48369,,22-Apr-24,,11201,,51028,,62229,,62229,,
INV-49279,,Vendor,80873,,26-Apr-24,,13741,,62596,,76336,,76336,,
INV-52096,,Vendor,98321,,7-Apr-24,,1840,,8382,,10222,,10222,,
INV-31819,,Vendor,60847,,21-Apr-24,,16883,,76910,,93793,,93793,,
INV-87743,,Vendor,48412,,19-Apr-24,,6142,,27982,,34124,,34124,,
INV-49513,,Vendor,92848,,27-Apr-24,,7743,,35272,,43015,,43015,,
INV-98726,,Vendor,36091,,12-Apr-24,,9645,,43940,,53585,,53585,,
INV-89980,,Vendor,61179,,1-May-24,,14122,,64332,,78454,,78454,,
INV-84501,,Vendor,73732,,8-Apr-24,,14841,,67607,,82448,,82448,,
INV-98185,,Vendor,83972,,12-Apr-24,,15891,,72390,,88281,,88281,,
INV-95535,,Vendor,16932,,15-Apr-24,,14810,,67469,,82279,,82279,,
INV-72819,,Vendor,59714,,28-Apr-24,,6218,,28325,,34542,,34542,,
INV-11854,,Vendor,19656,,2-May-24,,13813,,62926,,76738,,76738,,
INV-57045,,Vendor,46311,,7-Apr-24,,5286,,24080,,29366,,29366,,
INV-70039,,Vendor,59688,,20-Apr-24,,12424,,56598,,69022,,69022,,
INV-58566,,Vendor,42723,,9-Apr-24,,8904,,40563,,49467,,49467,,
INV-77776,,Vendor,57873,,3-May-24,,13170,,59998,,73169,,73169,,
INV-52512,,Vendor,36647,,15-Apr-24,,11205,,51046,,62251,,62251,,
INV-16947,,Vendor,63318,,7-Apr-24,,7461,,33991,,41452,,41452,,
INV-50268,,Vendor,77816,,4-May-24,,15095,,68766,,83861,,83861,,
INV-99719,,Vendor,68733,,6-May-24,,8230,,37492,,45723,,45723,,
INV-15045,,Vendor,72477,,18-Apr-24,,9649,,43957,,53606,,53606,,
INV-70297,,Vendor,20016,,9-Apr-24,,2079,,9469,,11548,,11548,,
INV-87433,,Vendor,88156,,20-Apr-24,,4403,,20060,,24463,,24463,,
INV-42395,,Vendor,48523,,25-Apr-24,,10883,,49580,,60464,,60464,,
INV-39900,,Vendor,60089,,23-Apr-24,,13892,,63285,,77177,,77177,,
INV-96351,,Vendor,14611,,18-Apr-24,,3956,,18020,,21976,,21976,,
INV-59643,,Vendor,15995,,8-Apr-24,,4217,,19211,,23428,,23428,,
INV-54903,,Vendor,80201,,23-Apr-24,,1301,,5926,,7227,,7227,,
INV-21515,,Vendor,30151,,4-May-24,,15318,,69784,,85103,,85103,,
INV-33862,,Vendor,61755,,10-Apr-24,,10138,,46184,,56322,,56322,,
INV-38216,,Vendor,78154,,19-Apr-24,,420,,1911,,2331,,2331,,
INV-49931,,Vendor,49293,,12-Apr-24,,7948,,36206,,44154,,44154,,
INV-67096,,Vendor,82868,,2-May-24,,12905,,58788,,71693,,71693,,
INV-76170,,Vendor,58532,,29-Apr-24,,9428,,42949,,52377,,52377,,
INV-53072,,Vendor,53048,,22-Apr-24,,15020,,68423,,83442,,83442,,
INV-72409,,Vendor,47859,,7-Apr-24,,16139,,73521,,89659,,89659,,
INV-10224,,Vendor,60346,,8-Apr-24,,7027,,32011,,39038,,39038,,
INV-78463,,Vendor,51579,,4-May-24,,7792,,35497,,43289,,43289,,
INV-48548,,Vendor,30112,,26-Apr-24,,13880,,63232,,77112,,77112,,
INV-15760,,Vendor,59849,,26-Apr-24,,10981,,50025,,61006,,61006,,
INV-78043,,Vendor,12037,,13-Apr-24,,15699,,71519,,87218,,87218,,
INV-17938,,Vendor,76740,,14-Apr-24,,7937,,36159,,44096,,44096,,
INV-52331,,Vendor,97392,,5-May-24,,12070,,54988,,67058,,67058,,
INV-99365,,Vendor,23517,,14-Apr-24,,6708,,30560,,37268,,37268,,
INV-17958,,Vendor,18342,,6-May-24,,15258,,69510,,84768,,84768,,
INV-57912,,Vendor,38784,,8-Apr-24,,11577,,52738,,64315,,64315,,
INV-26395,,Vendor,10113,,27-Apr-24,,13449,,61269,,74718,,74718,,
INV-73086,,Vendor,13158,,18-Apr-24,,5662,,25792,,31454,,31454,,
INV-26467,,Vendor,70970,,23-Apr-24,,7550,,34392,,41942,,41942,,
INV-61754,,Vendor,75415,,16-Apr-24,,11937,,54382,,66319,,66319,,
INV-16919,,Vendor,12482,,7-Apr-24,,12373,,56365,,68737,,68737,,
INV-90215,,Vendor,74884,,4-May-24,,59,,269,,328,,328,,
INV-17455,,Vendor,21958,,11-Apr-24,,7845,,35738,,43583,,43583,,
INV-66694,,Vendor,88504,,25-Apr-24,,5446,,24809,,30254,,30254,,
INV-72437,,Vendor,19437,,3-May-24,,2981,,13582,,16564,,16564,,
INV-57684,,Vendor,38860,,15-Apr-24,,7497,,34153,,41650,,41650,,
INV-21384,,Vendor,25514,,16-Apr-24,,12296,,56016,,68312,,68312,,
INV-54598,,Vendor,54136,,3-May-24,,11712,,53355,,65067,,65067,,
INV-45122,,Vendor,52599,,26-Apr-24,,258,,1176,,1435,,1435,,
INV-21728,,Vendor,70351,,23-Apr-24,,7499,,34164,,41663,,41663,,
INV-77748,,Vendor,79276,,9-Apr-24,,10512,,47889,,58402,,58402,,
INV-12719,,Vendor,29710,,10-Apr-24,,12547,,57160,,69707,,69707,,
INV-90885,,Vendor,24297,,17-Apr-24,,570,,2597,,3167,,3167,,
INV-87313,,Vendor,41764,,3-May-24,,13385,,60976,,74361,,74361,,
INV-16619,,Vendor,78900,,21-Apr-24,,1965,,8952,,10917,,10917,,
INV-86904,,Vendor,19678,,29-Apr-24,,5683,,25890,,31574,,31574,,
INV-48100,,Vendor,48876,,16-Apr-24,,7382,,33629,,41011,,41011,,
INV-72748,,Vendor,22820,,19-Apr-24,,8019,,36532,,44552,,44552,,
INV-32598,,Vendor,87636,,2-May-24,,1887,,8595,,10482,,10482,,
INV-18713,,Vendor,10418,,21-Apr-24,,1241,,5653,,6894,,6894,,
INV-89359,,Vendor,55076,,27-Apr-24,,9759,,44459,,54218,,54218,,
INV-28847,,Vendor,97983,,10-Apr-24,,826,,3762,,4588,,4588,,
INV-91474,,Vendor,41785,,12-Apr-24,,12678,,57755,,70433,,70433,,
INV-73119,,Vendor,45431,,3-May-24,,9170,,41776,,50946,,50946,,
INV-30249,,Vendor,95939,,10-Apr-24,,6039,,27512,,33552,,33552,,
INV-29331,,Vendor,90751,,18-Apr-24,,3580,,16308,,19888,,19888,,
INV-36525,,Vendor,74860,,5-May-24,,15701,,71527,,87228,,87228,,
INV-26490,,Vendor,41156,,14-Apr-24,,4219,,19222,,23441,,23441,,
INV-28074,,Vendor,97251,,27-Apr-24,,16828,,76661,,93489,,93489,,
INV-18695,,Vendor,79921,,17-Apr-24,,14607,,66544,,81151,,81151,,
INV-85518,,Vendor,70129,,21-Apr-24,,14322,,65243,,79565,,79565,,
INV-60338,,Vendor,92679,,23-Apr-24,,15410,,70203,,85614,,85614,,
INV-86577,,Vendor,19914,,29-Apr-24,,8742,,39827,,48569,,48569,,
INV-28168,,Vendor,27364,,20-Apr-24,,9286,,42303,,51589,,51589,,
INV-43581,,Vendor,11376,,20-Apr-24,,13945,,63525,,77470,,77470,,
INV-64146,,Vendor,11724,,19-Apr-24,,13374,,60926,,74300,,74300,,
INV-11915,,Vendor,20101,,29-Apr-24,,3859,,17578,,21437,,21437,,
INV-14359,,Vendor,54013,,12-Apr-24,,13380,,60954,,74334,,74334,,
INV-19573,,Vendor,60321,,20-Apr-24,,14172,,64562,,78734,,78734,,
INV-13608,,Vendor,33508,,26-Apr-24,,6677,,30416,,37093,,37093,,
INV-50685,,Vendor,35761,,28-Apr-24,,11879,,54114,,65992,,65992,,
INV-19165,,Vendor,96723,,13-Apr-24,,2448,,11153,,13601,,13601,,
INV-60340,,Vendor,50152,,26-Apr-24,,2259,,10290,,12549,,12549,,
INV-91194,,Vendor,98469,,19-Apr-24,,10101,,46016,,56117,,56117,,
INV-38143,,Vendor,80179,,4-May-24,,16081,,73258,,89339,,89339,,
INV-86970,,Vendor,53583,,26-Apr-24,,7694,,35050,,42744,,42744,,
INV-16689,,Vendor,45195,,20-Apr-24,,4070,,18542,,22612,,22612,,
INV-10632,,Vendor,88065,,23-Apr-24,,1354,,6168,,7522,,7522,,
INV-21020,,Vendor,45639,,1-May-24,,1163,,5300,,6463,,6463,,
INV-92083,,Vendor,43490,,1-May-24,,10156,,46268,,56424,,56424,,
INV-90726,,Vendor,28830,,15-Apr-24,,17581,,80089,,97670,,97670,,
INV-41019,,Vendor,45147,,25-Apr-24,,2935,,13369,,16304,,16304,,
INV-97963,,Vendor,45565,,16-Apr-24,,15916,,72505,,88421,,88421,,
INV-26281,,Vendor,78072,,20-Apr-24,,5111,,23282,,28392,,28392,,
INV-11829,,Vendor,68180,,25-Apr-24,,5597,,25497,,31094,,31094,,
INV-21488,,Vendor,99416,,18-Apr-24,,5042,,22971,,28013,,28013,,
INV-71740,,Vendor,78782,,11-Apr-24,,12845,,58516,,71361,,71361,,
INV-40859,,Vendor,78028,,19-Apr-24,,4451,,20277,,24728,,24728,,
INV-54025,,Vendor,98164,,17-Apr-24,,3937,,17936,,21873,,21873,,
INV-51050,,Vendor,76908,,27-Apr-24,,8136,,37062,,45197,,45197,,
INV-78986,,Vendor,63336,,7-Apr-24,,1938,,8829,,10767,,10767,,
INV-96302,,Vendor,88263,,30-Apr-24,,9138,,41630,,50768,,50768,,
INV-71135,,Vendor,32897,,3-May-24,,4820,,21959,,26779,,26779,,
INV-93374,,Vendor,85418,,30-Apr-24,,10710,,48792,,59502,,59502,,
INV-88761,,Vendor,32268,,9-Apr-24,,9698,,44179,,53877,,53877,,
INV-37905,,Vendor,63352,,29-Apr-24,,16829,,76668,,93497,,93497,,
INV-31263,,Vendor,25901,,22-Apr-24,,9777,,44541,,54319,,54319,,
INV-28351,,Vendor,78730,,14-Apr-24,,2354,,10722,,13075,,13075,,
INV-42610,,Vendor,35509,,7-Apr-24,,15312,,69756,,85069,,85069,,
INV-96189,,Vendor,53685,,29-Apr-24,,9617,,43809,,53426,,53426,,
INV-51219,,Vendor,83477,,29-Apr-24,,6061,,27612,,33673,,33673,,
INV-33661,,Vendor,82124,,22-Apr-24,,7065,,32187,,39252,,39252,,
INV-72048,,Vendor,58472,,6-May-24,,8337,,37979,,46316,,46316,,
INV-17987,,Vendor,54365,,22-Apr-24,,8326,,37931,,46258,,46258,,
INV-26280,,Vendor,12708,,8-Apr-24,,15223,,69351,,84575,,84575,,
INV-86239,,Vendor,87991,,23-Apr-24,,13611,,62007,,75618,,75618,,
INV-74749,,Vendor,58509,,13-Apr-24,,6403,,29167,,35570,,35570,,
INV-76141,,Vendor,93697,,10-Apr-24,,15310,,69745,,85055,,85055,,
INV-95018,,Vendor,18403,,21-Apr-24,,3734,,17012,,20747,,20747,,
INV-19297,,Vendor,70647,,9-Apr-24,,1224,,5575,,6799,,6799,,
INV-38713,,Vendor,94978,,8-Apr-24,,11679,,53203,,64881,,64881,,
INV-20685,,Vendor,46817,,25-Apr-24,,14971,,68200,,83171,,83171,,
INV-18540,,Vendor,13166,,8-Apr-24,,8587,,39118,,47705,,47705,,
INV-94696,,Vendor,10600,,14-Apr-24,,813,,3706,,4519,,4519,,
INV-97494,,Vendor,89036,,11-Apr-24,,11702,,53311,,65013,,65013,,
INV-22545,,Vendor,93568,,18-Apr-24,,1679,,7649,,9328,,9328,,
INV-84673,,Vendor,65808,,4-May-24,,2951,,13441,,16392,,16392,,
INV-70610,,Vendor,82589,,25-Apr-24,,14874,,67761,,82636,,82636,,
INV-22246,,Vendor,55274,,28-Apr-24,,9509,,43317,,52825,,52825,,
INV-82689,,Vendor,31298,,3-May-24,,7086,,32281,,39366,,39366,,
INV-73951,,Vendor,22243,,7-Apr-24,,13926,,63439,,77364,,77364,,
INV-67476,,Vendor,11438,,5-May-24,,15563,,70896,,86458,,86458,,
INV-33130,,Vendor,72741,,11-Apr-24,,13806,,62893,,76699,,76699,,
INV-59446,,Vendor,80257,,7-Apr-24,,13403,,61057,,74459,,74459,,
INV-86050,,Vendor,34971,,20-Apr-24,,10244,,46668,,56912,,56912,,
INV-26032,,Vendor,18981,,19-Apr-24,,666,,3034,,3700,,3700,,
INV-35477,,Vendor,14570,,25-Apr-24,,4634,,21111,,25746,,25746,,
INV-33403,,Vendor,18751,,20-Apr-24,,2066,,9412,,11478,,11478,,
INV-23621,,Vendor,18493,,7-Apr-24,,6836,,31141,,37977,,37977,,
INV-61835,,Vendor,60573,,14-Apr-24,,7763,,35364,,43127,,43127,,
INV-75508,,Vendor,60133,,24-Apr-24,,14806,,67451,,82257,,82257,,
INV-31862,,Vendor,86215,,3-May-24,,2395,,10913,,13308,,13308,,
INV-19825,,Vendor,34939,,13-Apr-24,,14019,,63864,,77883,,77883,,
INV-15114,,Vendor,23044,,21-Apr-24,,16531,,75310,,91841,,91841,,
INV-51225,,Vendor,65245,,15-Apr-24,,2200,,10022,,12222,,12222,,
INV-85908,,Vendor,82738,,15-Apr-24,,13884,,63247,,77131,,77131,,
INV-28459,,Vendor,58377,,18-Apr-24,,14700,,66968,,81668,,81668,,
INV-79967,,Vendor,41635,,25-Apr-24,,7330,,33393,,40723,,40723,,
INV-84376,,Vendor,12250,,10-Apr-24,,4790,,21820,,26609,,26609,,
INV-73056,,Vendor,98076,,10-Apr-24,,12888,,58712,,71599,,71599,,
INV-26372,,Vendor,24925,,29-Apr-24,,8169,,37214,,45383,,45383,,
INV-38522,,Vendor,22762,,10-Apr-24,,2823,,12859,,15682,,15682,,
INV-17011,,Vendor,80292,,4-May-24,,5630,,25647,,31277,,31277,,
INV-58704,,Vendor,66338,,5-May-24,,1317,,6000,,7317,,7317,,
INV-88889,,Vendor,28815,,17-Apr-24,,339,,1544,,1883,,1883,,
INV-56731,,Vendor,65645,,5-May-24,,6275,,28584,,34859,,34859,,
INV-36094,,Vendor,94284,,24-Apr-24,,9642,,43926,,53568,,53568,,
INV-25340,,Vendor,88144,,23-Apr-24,,162,,736,,898,,898,,
INV-79314,,Vendor,77189,,30-Apr-24,,8752,,39869,,48620,,48620,,
INV-11355,,Vendor,31983,,27-Apr-24,,4514,,20565,,25080,,25080,,
INV-36464,,Vendor,51107,,13-Apr-24,,10779,,49104,,59882,,59882,,
INV-32599,,Vendor,89083,,2-May-24,,7656,,34878,,42534,,42534,,
INV-27982,,Vendor,25828,,13-Apr-24,,1651,,7520,,9171,,9171,,
INV-21087,,Vendor,92452,,9-Apr-24,,8532,,38867,,47398,,47398,,
INV-92798,,Vendor,42340,,27-Apr-24,,472,,2151,,2623,,2623,,
INV-36979,,Vendor,54556,,17-Apr-24,,14352,,65380,,79732,,79732,,
INV-81109,,Vendor,62074,,26-Apr-24,,15409,,70196,,85605,,85605,,
INV-59532,,Vendor,34764,,20-Apr-24,,5300,,24146,,29446,,29446,,
INV-10708,,Vendor,38688,,6-May-24,,5302,,24154,,29456,,29456,,
INV-43984,,Vendor,22216,,8-Apr-24,,17389,,79217,,96606,,96606,,
INV-50297,,Vendor,81880,,8-Apr-24,,8923,,40647,,49570,,49570,,
INV-79774,,Vendor,63823,,8-Apr-24,,13868,,63176,,77044,,77044,,
INV-25154,,Vendor,41415,,22-Apr-24,,11868,,54065,,65932,,65932,,
INV-56806,,Vendor,47544,,21-Apr-24,,9024,,41110,,50134,,50134,,
INV-33383,,Vendor,38284,,10-Apr-24,,16918,,77072,,93990,,93990,,
INV-76674,,Vendor,92992,,26-Apr-24,,8589,,39129,,47719,,47719,,
INV-85857,,Vendor,66586,,26-Apr-24,,9986,,45493,,55480,,55480,,
INV-71929,,Vendor,55039,,8-Apr-24,,6530,,29748,,36277,,36277,,
INV-79263,,Vendor,19139,,6-May-24,,9670,,44053,,53723,,53723,,
INV-12858,,Vendor,89339,,4-May-24,,14946,,68086,,83032,,83032,,
INV-70184,,Vendor,55452,,18-Apr-24,,6306,,28729,,35036,,35036,,
INV-59538,,Vendor,14862,,12-Apr-24,,2542,,11579,,14121,,14121,,
INV-74342,,Vendor,34179,,9-Apr-24,,15183,,69168,,84351,,84351,,
INV-85341,,Vendor,77804,,3-May-24,,9556,,43534,,53090,,53090,,
INV-76464,,Vendor,52061,,2-May-24,,7590,,34577,,42167,,42167,,
INV-27252,,Vendor,66210,,11-Apr-24,,8746,,39844,,48590,,48590,,
INV-17465,,Vendor,39538,,7-Apr-24,,2533,,11539,,14072,,14072,,
INV-29206,,Vendor,67756,,1-May-24,,17214,,78418,,95632,,95632,,
INV-89506,,Vendor,24510,,26-Apr-24,,14450,,65829,,80279,,80279,,
INV-48955,,Vendor,61372,,13-Apr-24,,7183,,32723,,39906,,39906,,
INV-92611,,Vendor,74545,,15-Apr-24,,16298,,74246,,90544,,90544,,
INV-87728,,Vendor,77440,,30-Apr-24,,852,,3884,,4736,,4736,,
INV-83924,,Vendor,16541,,30-Apr-24,,8608,,39214,,47823,,47823,,
INV-60695,,Vendor,94653,,21-Apr-24,,7471,,34035,,41506,,41506,,
INV-64951,,Vendor,28357,,22-Apr-24,,13924,,63430,,77354,,77354,,
INV-95978,,Vendor,27108,,17-Apr-24,,5376,,24492,,29868,,29868,,
INV-29758,,Vendor,17336,,26-Apr-24,,6199,,28241,,34440,,34440,,
INV-12756,,Vendor,56403,,22-Apr-24,,15049,,68557,,83606,,83606,,
INV-54910,,Vendor,17763,,29-Apr-24,,1459,,6648,,8107,,8107,,
INV-33071,,Vendor,65787,,16-Apr-24,,13297,,60576,,73874,,73874,,
INV-47809,,Vendor,13962,,17-Apr-24,,11209,,51063,,62272,,62272,,
INV-77438,,Vendor,88505,,20-Apr-24,,11262,,51303,,62565,,62565,,
INV-30971,,Vendor,57107,,10-Apr-24,,5803,,26436,,32239,,32239,,
INV-79396,,Vendor,73540,,15-Apr-24,,8032,,36588,,44620,,44620,,
INV-91969,,Vendor,89310,,21-Apr-24,,141,,640,,781,,781,,
INV-94541,,Vendor,39143,,19-Apr-24,,12410,,56534,,68944,,68944,,
INV-60036,,Vendor,51752,,9-Apr-24,,12404,,56506,,68910,,68910,,
INV-88036,,Vendor,13816,,27-Apr-24,,4900,,22321,,27220,,27220,,
INV-16255,,Vendor,76981,,22-Apr-24,,896,,4080,,4975,,4975,,
INV-88797,,Vendor,73426,,8-Apr-24,,17910,,81590,,99500,,99500,,
INV-24786,,Vendor,65086,,26-Apr-24,,2225,,10135,,12360,,12360,,
INV-14595,,Vendor,15792,,21-Apr-24,,11175,,50907,,62082,,62082,,
INV-90564,,Vendor,18436,,9-Apr-24,,16427,,74835,,91262,,91262,,
INV-59362,,Vendor,94298,,7-Apr-24,,1978,,9012,,10991,,10991,,
INV-96948,,Vendor,37852,,17-Apr-24,,6476,,29501,,35977,,35977,,
INV-11426,,Vendor,26025,,26-Apr-24,,16363,,74542,,90905,,90905,,
INV-85671,,Vendor,24879,,10-Apr-24,,14230,,64824,,79054,,79054,,
INV-81458,,Vendor,28503,,25-Apr-24,,7783,,35455,,43238,,43238,,
INV-80464,,Vendor,11924,,21-Apr-24,,15122,,68890,,84012,,84012,,
INV-94067,,Vendor,71261,,11-Apr-24,,4864,,22157,,27020,,27020,,
INV-97402,,Vendor,97342,,16-Apr-24,,13725,,62523,,76247,,76247,,
INV-70639,,Vendor,61017,,9-Apr-24,,9594,,43705,,53299,,53299,,
INV-62319,,Vendor,35268,,10-Apr-24,,2060,,9385,,11445,,11445,,
INV-55844,,Vendor,66126,,2-May-24,,2956,,13466,,16421,,16421,,
INV-81724,,Vendor,87955,,5-May-24,,8147,,37114,,45261,,45261,,
INV-28059,,Vendor,20453,,15-Apr-24,,15050,,68560,,83609,,83609,,
INV-22827,,Vendor,57416,,12-Apr-24,,3924,,17876,,21800,,21800,,
INV-99025,,Vendor,50196,,13-Apr-24,,778,,3545,,4323,,4323,,
INV-97620,,Vendor,23402,,10-Apr-24,,6330,,28837,,35167,,35167,,
INV-96923,,Vendor,46054,,17-Apr-24,,875,,3986,,4860,,4860,,
INV-25552,,Vendor,14350,,7-Apr-24,,8252,,37591,,45843,,45843,,
INV-39372,,Vendor,60461,,11-Apr-24,,7473,,34043,,41516,,41516,,
INV-85180,,Vendor,74236,,3-May-24,,15341,,69886,,85226,,85226,,
INV-76081,,Vendor,75881,,17-Apr-24,,7312,,33312,,40625,,40625,,
INV-18062,,Vendor,95714,,28-Apr-24,,11853,,53999,,65853,,65853,,
INV-71375,,Vendor,14568,,15-Apr-24,,8902,,40556,,49458,,49458,,
INV-73123,,Vendor,37454,,8-Apr-24,,16028,,73017,,89045,,89045,,
INV-74157,,Vendor,73331,,23-Apr-24,,13227,,60259,,73486,,73486,,
INV-42963,,Vendor,91830,,23-Apr-24,,15263,,69530,,84792,,84792,,
INV-11340,,Vendor,48404,,30-Apr-24,,7746,,35287,,43033,,43033,,
INV-25423,,Vendor,72349,,9-Apr-24,,17360,,79085,,96445,,96445,,
INV-78384,,Vendor,28969,,5-May-24,,6054,,27578,,33632,,33632,,
INV-45226,,Vendor,44246,,20-Apr-24,,16162,,73629,,89791,,89791,,
INV-63207,,Vendor,61893,,2-May-24,,12679,,57759,,70437,,70437,,
INV-55442,,Vendor,74123,,22-Apr-24,,5853,,26665,,32518,,32518,,
INV-40308,,Vendor,85062,,22-Apr-24,,16924,,77100,,94024,,94024,,
INV-10089,,Vendor,74193,,10-Apr-24,,12613,,57457,,70069,,70069,,
INV-32451,,Vendor,68478,,26-Apr-24,,1956,,8910,,10865,,10865,,
INV-39434,,Vendor,37849,,26-Apr-24,,13620,,62046,,75666,,75666,,
INV-54065,,Vendor,66932,,7-Apr-24,,15699,,71517,,87216,,87216,,
INV-75444,,Vendor,34247,,22-Apr-24,,2015,,9179,,11194,,11194,,
INV-70748,,Vendor,72195,,19-Apr-24,,7715,,35147,,42862,,42862,,
INV-20063,,Vendor,26373,,3-May-24,,10242,,46657,,56899,,56899,,
INV-96526,,Vendor,46746,,14-Apr-24,,14643,,66705,,81348,,81348,,
INV-19747,,Vendor,58786,,27-Apr-24,,12569,,57260,,69829,,69829,,
INV-83629,,Vendor,33131,,4-May-24,,10602,,48299,,58901,,58901,,
INV-67500,,Vendor,68275,,7-Apr-24,,14314,,65210,,79525,,79525,,
INV-76475,,Vendor,45722,,2-May-24,,13103,,59691,,72793,,72793,,
INV-29883,,Vendor,74609,,19-Apr-24,,3906,,17795,,21701,,21701,,
INV-56069,,Vendor,42599,,13-Apr-24,,11804,,53774,,65578,,65578,,
INV-73867,,Vendor,77582,,21-Apr-24,,17541,,79907,,97448,,97448,,
INV-31450,,Vendor,61792,,29-Apr-24,,15711,,71573,,87284,,87284,,
INV-44198,,Vendor,13944,,2-May-24,,2683,,12221,,14904,,14904,,
INV-52231,,Vendor,46042,,23-Apr-24,,14079,,64137,,78216,,78216,,
INV-65499,,Vendor,56582,,2-May-24,,6714,,30586,,37299,,37299,,
INV-63685,,Vendor,79065,,10-Apr-24,,4159,,18945,,23103,,23103,,
INV-45967,,Vendor,34602,,1-May-24,,10044,,45758,,55802,,55802,,
INV-31561,,Vendor,88982,,20-Apr-24,,11449,,52155,,63604,,63604,,
INV-68221,,Vendor,19351,,26-Apr-24,,1953,,8896,,10849,,10849,,
INV-68136,,Vendor,83411,,15-Apr-24,,2909,,13250,,16159,,16159,,
INV-45567,,Vendor,19195,,22-Apr-24,,8903,,40559,,49462,,49462,,
INV-52797,,Vendor,85428,,6-May-24,,8799,,40083,,48882,,48882,,
INV-74781,,Vendor,70021,,4-May-24,,4686,,21349,,26036,,26036,,
INV-71689,,Vendor,11810,,10-Apr-24,,12275,,55918,,68193,,68193,,
INV-37114,,Vendor,74514,,8-Apr-24,,3332,,15179,,18510,,18510,,
INV-70086,,Vendor,19082,,27-Apr-24,,4693,,21378,,26071,,26071,,
INV-50552,,Vendor,24286,,10-Apr-24,,12769,,58168,,70937,,70937,,
INV-18178,,Vendor,49555,,2-May-24,,5958,,27144,,33102,,33102,,
INV-61299,,Vendor,42546,,29-Apr-24,,17078,,77802,,94880,,94880,,
INV-67429,,Vendor,14961,,1-May-24,,8750,,39859,,48609,,48609,,
INV-63051,,Vendor,31938,,19-Apr-24,,16706,,76106,,92812,,92812,,
INV-30077,,Vendor,58788,,15-Apr-24,,4569,,20816,,25386,,25386,,
INV-38183,,Vendor,15520,,23-Apr-24,,3920,,17858,,21778,,21778,,
INV-78806,,Vendor,17661,,9-Apr-24,,15737,,71693,,87430,,87430,,
INV-93198,,Vendor,22725,,17-Apr-24,,16040,,73072,,89113,,89113,,
INV-21476,,Vendor,57406,,18-Apr-24,,14405,,65625,,80030,,80030,,
INV-93666,,Vendor,71217,,14-Apr-24,,59,,267,,325,,325,,
INV-78683,,Vendor,92301,,29-Apr-24,,11394,,51904,,63298,,63298,,
INV-23472,,Vendor,92760,,22-Apr-24,,17090,,77855,,94945,,94945,,
INV-49311,,Vendor,15237,,13-Apr-24,,991,,4517,,5508,,5508,,
INV-56828,,Vendor,13535,,3-May-24,,1515,,6902,,8417,,8417,,
INV-78595,,Vendor,51775,,20-Apr-24,,57,,258,,315,,315,,
INV-88692,,Vendor,18896,,13-Apr-24,,3232,,14723,,17955,,17955,,
INV-92339,,Vendor,32978,,29-Apr-24,,5635,,25669,,31303,,31303,,
INV-29288,,Vendor,89732,,27-Apr-24,,3688,,16800,,20488,,20488,,
INV-81618,,Vendor,33344,,29-Apr-24,,5166,,23532,,28698,,28698,,
INV-75004,,Vendor,54699,,30-Apr-24,,10866,,49500,,60366,,60366,,
INV-73808,,Vendor,54980,,6-May-24,,303,,1381,,1684,,1684,,
INV-25370,,Vendor,32957,,6-May-24,,2499,,11384,,13883,,13883,,
INV-73987,,Vendor,63987,,15-Apr-24,,3076,,14014,,17090,,17090,,
INV-79868,,Vendor,15500,,21-Apr-24,,14320,,65235,,79554,,79554,,
INV-84785,,Vendor,97797,,10-Apr-24,,14237,,64859,,79096,,79096,,
INV-58624,,Vendor,30685,,8-Apr-24,,3021,,13763,,16784,,16784,,
INV-78802,,Vendor,11473,,15-Apr-24,,4517,,20575,,25092,,25092,,
INV-26399,,Vendor,91823,,29-Apr-24,,15893,,72403,,88296,,88296,,
INV-29589,,Vendor,55979,,1-May-24,,12904,,58783,,71686,,71686,,
INV-27113,,Vendor,26009,,11-Apr-24,,9057,,41261,,50318,,50318,,
INV-33054,,Vendor,49876,,26-Apr-24,,609,,2774,,3383,,3383,,
INV-77761,,Vendor,46308,,24-Apr-24,,15274,,69584,,84858,,84858,,
INV-18581,,Vendor,55858,,15-Apr-24,,6993,,31857,,38850,,38850,,
